listing_id,location,property_type,rent,area_sqft,bhk,sharing,bathrooms,furnishing,parking,wifi,food,attached_bathroom,distance_from_college_km,security_deposit,data_status
217,Vijay Nagar,Single Room,9200,262,0,Single,1,Fully Furnished,Yes,Yes,No,No,4.9,6500,Synthetic starter data
218,Vijay Nagar,Single Room,7400,206,0,Single,1,Fully Furnished,No,Yes,No,Yes,4.8,9000,Synthetic starter data
219,Scheme 54,1 BHK,11100,605,1,Whole Property,1,Semi-Furnished,No,Yes,No,No,0.4,12000,Synthetic starter data
220,Bengali Square,Shared Room,3400,126,0,Double,1,Fully Furnished,No,Yes,No,Yes,0.4,5000,Synthetic starter data
221,Geeta Bhawan,Single Room,8700,322,0,Single,1,Semi-Furnished,No,Yes,No,No,3.3,13500,Synthetic starter data
222,Vijay Nagar,PG,5100,247,0,Triple,1,Fully Furnished,Yes,No,Yes,Yes,0.5,4500,Synthetic starter data
223,Bhawarkua,PG,4100,232,0,Double,1,Fully Furnished,Yes,No,Yes,Yes,3.0,4500,Synthetic starter data
224,Vijay Nagar,Shared Room,4300,228,0,Double,1,Semi-Furnished,No,No,No,Yes,3.3,3000,Synthetic starter data
225,Bhawarkua,1 BHK,10300,836,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,2.3,9000,Synthetic starter data
226,Rau,Shared Room,2600,230,0,Double,1,Semi-Furnished,Yes,Yes,No,No,2.0,2500,Synthetic starter data
227,Scheme 54,Single Room,8600,330,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,1.6,16500,Synthetic starter data
228,Bengali Square,2 BHK,16100,1144,2,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,5.8,29500,Synthetic starter data
229,Bengali Square,PG,5700,159,0,Double,1,Fully Furnished,Yes,Yes,Yes,No,2.5,5500,Synthetic starter data
230,LIG Colony,2 BHK,11500,831,2,Whole Property,2,Semi-Furnished,No,Yes,No,Yes,6.0,7000,Synthetic starter data
231,Vijay Nagar,Shared Room,5100,266,0,Double,1,Fully Furnished,Yes,Yes,No,No,1.6,6500,Synthetic starter data
232,Geeta Bhawan,1 BHK,10800,618,1,Whole Property,1,Fully Furnished,Yes,No,No,Yes,6.0,15500,Synthetic starter data
233,Scheme 54,Single Room,7800,234,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,0.3,14000,Synthetic starter data
234,LIG Colony,1 BHK,9200,640,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,2.6,5500,Synthetic starter data
235,Rau,PG,2500,123,0,Triple,1,Fully Furnished,Yes,No,No,Yes,5.1,2000,Synthetic starter data
236,Sukhliya,Shared Room,2700,334,0,Double,1,Semi-Furnished,Yes,No,No,Yes,3.0,2500,Synthetic starter data
237,Geeta Bhawan,2 BHK,17400,1282,2,Whole Property,1,Fully Furnished,No,Yes,No,Yes,5.2,20000,Synthetic starter data
238,Geeta Bhawan,Shared Room,4100,172,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,4.7,3500,Synthetic starter data
239,Bengali Square,Single Room,6500,181,0,Single,1,Unfurnished,No,Yes,No,Yes,0.9,4500,Synthetic starter data
240,Geeta Bhawan,2 BHK,15500,837,2,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,0.9,15000,Synthetic starter data
241,Bhawarkua,1 BHK,9700,877,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,2.5,20000,Synthetic starter data
242,Vijay Nagar,Shared Room,3500,336,0,Triple,1,Semi-Furnished,Yes,Yes,No,Yes,4.1,6500,Synthetic starter data
243,Scheme 54,2 BHK,19700,1180,2,Whole Property,1,Unfurnished,Yes,Yes,No,No,0.9,22500,Synthetic starter data
244,Palasia,PG,5000,194,0,Double,1,Fully Furnished,No,Yes,No,No,1.5,7500,Synthetic starter data
245,Palasia,2 BHK,13800,849,2,Whole Property,2,Semi-Furnished,Yes,Yes,No,Yes,4.5,15000,Synthetic starter data
246,Sukhliya,PG,3200,102,0,Triple,1,Fully Furnished,Yes,Yes,Yes,No,0.4,3000,Synthetic starter data
247,Rau,PG,4600,227,0,Single,1,Fully Furnished,No,Yes,No,Yes,4.4,8500,Synthetic starter data
248,Scheme 54,Single Room,6000,115,0,Single,1,Semi-Furnished,Yes,No,No,Yes,0.4,10500,Synthetic starter data
249,Scheme 54,PG,8000,242,0,Single,1,Semi-Furnished,Yes,Yes,Yes,Yes,2.0,11000,Synthetic starter data
250,Palasia,Single Room,7900,231,0,Single,1,Unfurnished,No,No,No,Yes,3.0,4500,Synthetic starter data
251,Sukhliya,Shared Room,2500,238,0,Triple,1,Semi-Furnished,No,Yes,No,No,0.7,2500,Synthetic starter data
252,Vijay Nagar,Shared Room,3200,386,0,Triple,1,Semi-Furnished,Yes,No,No,Yes,4.0,6000,Synthetic starter data
253,Bicholi Mardana,Single Room,5200,281,0,Single,1,Semi-Furnished,No,Yes,No,Yes,1.1,3000,Synthetic starter data
254,Vijay Nagar,2 BHK,19000,764,2,Whole Property,2,Semi-Furnished,No,Yes,No,No,4.6,20500,Synthetic starter data
255,Bhawarkua,Single Room,5000,102,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,5.1,9500,Synthetic starter data
256,Bhawarkua,2 BHK,13700,1021,2,Whole Property,1,Semi-Furnished,Yes,No,No,Yes,1.5,15500,Synthetic starter data
257,LIG Colony,PG,5700,243,0,Single,1,Fully Furnished,No,Yes,Yes,Yes,2.6,11000,Synthetic starter data
258,LIG Colony,1 BHK,8500,543,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,4.7,10000,Synthetic starter data
259,Vijay Nagar,PG,5200,245,0,Double,1,Fully Furnished,No,Yes,Yes,No,4.5,3500,Synthetic starter data
260,Palasia,Shared Room,4000,384,0,Double,1,Fully Furnished,No,No,No,Yes,3.2,5000,Synthetic starter data
261,Geeta Bhawan,PG,6000,188,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,3.5,7000,Synthetic starter data
262,Bhawarkua,2 BHK,16200,1377,2,Whole Property,2,Fully Furnished,No,Yes,No,No,1.1,23000,Synthetic starter data
263,Bhawarkua,Single Room,6700,238,0,Single,1,Semi-Furnished,Yes,Yes,No,No,1.1,6500,Synthetic starter data
264,Scheme 54,2 BHK,18200,1377,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,3.9,20000,Synthetic starter data
265,Rau,2 BHK,11100,1116,2,Whole Property,2,Unfurnished,Yes,Yes,No,No,4.0,8000,Synthetic starter data
266,Bhawarkua,Single Room,5900,168,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,0.6,5500,Synthetic starter data
267,Sukhliya,PG,5400,174,0,Single,1,Fully Furnished,Yes,Yes,No,No,1.6,7500,Synthetic starter data
268,Palasia,Single Room,8400,289,0,Single,1,Unfurnished,Yes,Yes,No,Yes,2.2,16000,Synthetic starter data
269,Palasia,PG,5500,143,0,Double,1,Fully Furnished,No,Yes,No,Yes,1.3,8500,Synthetic starter data
270,Vijay Nagar,PG,5500,200,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.4,10500,Synthetic starter data
271,Scheme 54,1 BHK,10300,545,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,5.1,11000,Synthetic starter data
272,Sukhliya,PG,4800,138,0,Single,1,Fully Furnished,Yes,No,No,Yes,1.2,8500,Synthetic starter data
273,Sukhliya,Single Room,4700,182,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,5.1,3000,Synthetic starter data
274,Sukhliya,Shared Room,3500,312,0,Double,1,Fully Furnished,Yes,Yes,No,No,4.4,5500,Synthetic starter data
275,Bhawarkua,2 BHK,13500,838,2,Whole Property,1,Fully Furnished,Yes,No,No,Yes,4.8,10500,Synthetic starter data
276,Scheme 54,2 BHK,19600,959,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,1.4,18500,Synthetic starter data
277,Bicholi Mardana,Single Room,5200,255,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.8,8500,Synthetic starter data
278,Rau,2 BHK,9800,890,2,Whole Property,2,Unfurnished,Yes,Yes,No,No,3.7,20000,Synthetic starter data
279,Rau,2 BHK,11900,1110,2,Whole Property,1,Unfurnished,Yes,Yes,No,No,0.9,12000,Synthetic starter data
280,Palasia,Single Room,9000,303,0,Single,1,Fully Furnished,No,Yes,No,No,3.9,11000,Synthetic starter data
281,Sukhliya,PG,4000,246,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,0.8,4500,Synthetic starter data
282,Rau,Shared Room,2800,167,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.3,1500,Synthetic starter data
283,Palasia,Shared Room,4300,167,0,Double,1,Fully Furnished,No,Yes,No,Yes,0.6,6000,Synthetic starter data
284,Bengali Square,2 BHK,16600,1399,2,Whole Property,2,Semi-Furnished,Yes,Yes,No,No,0.9,8500,Synthetic starter data
285,Palasia,PG,6200,216,0,Double,1,Semi-Furnished,No,Yes,No,Yes,6.0,4500,Synthetic starter data
286,Sukhliya,PG,3700,240,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,0.7,6500,Synthetic starter data
287,Rau,Single Room,3600,161,0,Single,1,Semi-Furnished,No,Yes,No,No,5.1,7000,Synthetic starter data
288,Geeta Bhawan,1 BHK,12100,825,1,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,1.5,20000,Synthetic starter data
289,Rau,2 BHK,14100,1298,2,Whole Property,2,Semi-Furnished,Yes,Yes,No,Yes,4.3,13500,Synthetic starter data
290,Bicholi Mardana,PG,2600,239,0,Triple,1,Semi-Furnished,No,Yes,No,Yes,3.0,1500,Synthetic starter data
291,Bhawarkua,Single Room,5100,102,0,Single,1,Fully Furnished,No,Yes,No,Yes,1.2,3000,Synthetic starter data
292,LIG Colony,1 BHK,7300,533,1,Whole Property,1,Semi-Furnished,No,Yes,No,No,2.8,11000,Synthetic starter data
293,Bhawarkua,1 BHK,10200,827,1,Whole Property,1,Unfurnished,No,Yes,No,No,5.7,10000,Synthetic starter data
294,Bicholi Mardana,2 BHK,9100,962,2,Whole Property,1,Unfurnished,No,Yes,No,Yes,4.8,21500,Synthetic starter data
295,Rau,Single Room,4600,257,0,Single,1,Fully Furnished,No,Yes,No,Yes,1.3,7500,Synthetic starter data
296,Bhawarkua,PG,3900,223,0,Double,1,Semi-Furnished,Yes,Yes,Yes,Yes,4.5,7500,Synthetic starter data
297,Vijay Nagar,Shared Room,4600,281,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.5,3500,Synthetic starter data
298,Palasia,Single Room,7700,118,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,2.2,8500,Synthetic starter data
299,Bengali Square,PG,3500,137,0,Triple,1,Fully Furnished,Yes,Yes,Yes,Yes,1.5,4000,Synthetic starter data
300,Bengali Square,Single Room,7500,340,0,Single,1,Semi-Furnished,No,Yes,No,Yes,5.3,6000,Synthetic starter data
301,Sukhliya,2 BHK,9100,822,2,Whole Property,2,Semi-Furnished,No,No,No,Yes,2.2,17500,Synthetic starter data
302,LIG Colony,2 BHK,11900,888,2,Whole Property,1,Fully Furnished,No,No,No,Yes,0.7,22000,Synthetic starter data
303,Rau,Shared Room,2500,339,0,Triple,1,Fully Furnished,No,Yes,No,Yes,5.9,1500,Synthetic starter data
304,Sukhliya,Shared Room,2500,251,0,Triple,1,Fully Furnished,No,Yes,No,Yes,0.3,2000,Synthetic starter data
305,Sukhliya,Single Room,5400,191,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,3.6,5500,Synthetic starter data
306,Rau,Shared Room,2600,330,0,Triple,1,Fully Furnished,No,Yes,No,Yes,5.4,3500,Synthetic starter data
307,LIG Colony,1 BHK,11600,836,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,4.6,9500,Synthetic starter data
308,Rau,Shared Room,2500,356,0,Double,1,Fully Furnished,Yes,No,No,Yes,1.4,1500,Synthetic starter data
309,Sukhliya,Single Room,4400,189,0,Single,1,Semi-Furnished,No,Yes,No,Yes,3.3,7000,Synthetic starter data
310,Bengali Square,1 BHK,12300,854,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,4.1,20000,Synthetic starter data
311,Scheme 54,1 BHK,11900,775,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,1.5,15000,Synthetic starter data
312,LIG Colony,1 BHK,8100,765,1,Whole Property,1,Fully Furnished,No,Yes,No,No,5.4,9500,Synthetic starter data
313,LIG Colony,2 BHK,15700,979,2,Whole Property,2,Fully Furnished,No,Yes,No,No,5.0,23500,Synthetic starter data
314,Rau,Single Room,3600,134,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.1,6000,Synthetic starter data
315,Bhawarkua,PG,3400,203,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.6,4500,Synthetic starter data
316,Vijay Nagar,Shared Room,2900,193,0,Triple,1,Fully Furnished,Yes,Yes,No,No,2.5,3500,Synthetic starter data
317,Geeta Bhawan,Shared Room,4400,268,0,Double,1,Semi-Furnished,No,Yes,No,Yes,3.7,2000,Synthetic starter data
318,Sukhliya,Single Room,5300,314,0,Single,1,Unfurnished,No,Yes,No,Yes,5.9,3500,Synthetic starter data
319,Bengali Square,1 BHK,11500,776,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,4.1,19000,Synthetic starter data
320,Sukhliya,1 BHK,8400,567,1,Whole Property,1,Semi-Furnished,No,Yes,No,No,5.3,10000,Synthetic starter data
321,Scheme 54,Shared Room,4400,194,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,2.7,2500,Synthetic starter data
322,LIG Colony,Shared Room,3200,164,0,Double,1,Semi-Furnished,No,Yes,No,No,5.3,2000,Synthetic starter data
323,Bhawarkua,PG,4300,208,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,2.8,4500,Synthetic starter data
324,Rau,Shared Room,2500,190,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,0.9,1500,Synthetic starter data
325,Vijay Nagar,2 BHK,17300,1387,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,3.9,16500,Synthetic starter data
326,Rau,2 BHK,8500,835,2,Whole Property,2,Unfurnished,Yes,No,No,Yes,0.9,17000,Synthetic starter data
327,Sukhliya,Shared Room,2700,311,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.9,3500,Synthetic starter data
328,Rau,1 BHK,6200,555,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,3.4,13500,Synthetic starter data
329,Sukhliya,PG,5700,102,0,Single,1,Semi-Furnished,No,Yes,Yes,Yes,4.5,6500,Synthetic starter data
330,Rau,1 BHK,6300,467,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,5.4,11500,Synthetic starter data
331,Scheme 54,Shared Room,3300,307,0,Triple,1,Fully Furnished,No,Yes,No,Yes,2.4,5000,Synthetic starter data
332,Bhawarkua,PG,5200,239,0,Single,1,Fully Furnished,Yes,Yes,Yes,No,1.7,11000,Synthetic starter data
333,LIG Colony,Single Room,5000,158,0,Single,1,Unfurnished,No,Yes,No,Yes,1.6,4500,Synthetic starter data
334,Bhawarkua,PG,3300,203,0,Triple,1,Fully Furnished,Yes,Yes,Yes,Yes,1.4,3000,Synthetic starter data
335,Bhawarkua,2 BHK,13100,1028,2,Whole Property,1,Semi-Furnished,Yes,No,No,Yes,3.0,21500,Synthetic starter data
336,Palasia,Shared Room,2800,215,0,Triple,1,Fully Furnished,No,Yes,No,Yes,4.6,2000,Synthetic starter data
337,Geeta Bhawan,PG,4700,197,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.1,3500,Synthetic starter data
338,Bhawarkua,PG,3900,225,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,4.6,3000,Synthetic starter data
339,Scheme 54,PG,4900,174,0,Double,1,Semi-Furnished,No,Yes,Yes,No,2.8,3500,Synthetic starter data
340,Rau,Single Room,4200,293,0,Single,1,Semi-Furnished,No,Yes,No,Yes,4.2,5000,Synthetic starter data
341,Scheme 54,2 BHK,16100,1120,2,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,4.2,23000,Synthetic starter data
342,Scheme 54,PG,6000,117,0,Single,1,Fully Furnished,Yes,No,No,Yes,2.4,14000,Synthetic starter data
343,Vijay Nagar,PG,8000,165,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,0.3,4500,Synthetic starter data
344,Bhawarkua,PG,6300,116,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.6,10500,Synthetic starter data
345,LIG Colony,2 BHK,11400,836,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,3.7,21500,Synthetic starter data
346,Palasia,PG,5400,199,0,Double,1,Fully Furnished,Yes,Yes,Yes,Yes,5.4,5500,Synthetic starter data
347,Sukhliya,Shared Room,2500,346,0,Triple,1,Fully Furnished,No,No,No,Yes,2.2,1000,Synthetic starter data
348,Vijay Nagar,Shared Room,4400,175,0,Double,1,Fully Furnished,No,Yes,No,No,4.8,6500,Synthetic starter data
349,Geeta Bhawan,2 BHK,11600,857,2,Whole Property,1,Fully Furnished,Yes,Yes,No,No,5.0,28500,Synthetic starter data
350,Vijay Nagar,PG,4900,111,0,Double,1,Fully Furnished,No,Yes,No,Yes,5.0,9500,Synthetic starter data
351,Palasia,Single Room,6300,107,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,5.1,6500,Synthetic starter data
352,Bhawarkua,PG,4400,116,0,Double,1,Semi-Furnished,Yes,Yes,Yes,Yes,0.7,4500,Synthetic starter data
353,Geeta Bhawan,2 BHK,17100,1281,2,Whole Property,2,Fully Furnished,No,Yes,No,No,5.1,14000,Synthetic starter data
354,Scheme 54,PG,4300,236,0,Double,1,Fully Furnished,No,No,Yes,Yes,2.8,9500,Synthetic starter data
355,Bicholi Mardana,Single Room,5700,263,0,Single,1,Fully Furnished,No,Yes,No,Yes,2.6,4500,Synthetic starter data
356,Vijay Nagar,Single Room,6500,127,0,Single,1,Semi-Furnished,No,Yes,No,Yes,5.8,6000,Synthetic starter data
357,Rau,1 BHK,7900,520,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,2.6,10500,Synthetic starter data
358,Palasia,1 BHK,11700,620,1,Whole Property,1,Unfurnished,No,Yes,No,No,1.7,7500,Synthetic starter data
359,Scheme 54,Shared Room,4600,390,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,2.2,2000,Synthetic starter data
360,Rau,Shared Room,2500,141,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,4.7,4000,Synthetic starter data
361,Bhawarkua,Single Room,3800,117,0,Single,1,Fully Furnished,No,Yes,No,Yes,1.6,5000,Synthetic starter data
362,Bhawarkua,PG,4600,114,0,Double,1,Semi-Furnished,No,Yes,Yes,No,0.6,3000,Synthetic starter data
363,Rau,PG,3800,174,0,Single,1,Semi-Furnished,No,Yes,Yes,No,5.6,5500,Synthetic starter data
364,Vijay Nagar,Shared Room,4800,358,0,Double,1,Fully Furnished,No,Yes,No,No,3.4,4000,Synthetic starter data
365,Sukhliya,PG,2600,200,0,Triple,1,Fully Furnished,Yes,Yes,Yes,Yes,1.6,2500,Synthetic starter data
366,Vijay Nagar,PG,7600,165,0,Single,1,Fully Furnished,Yes,Yes,No,No,4.6,12500,Synthetic starter data
367,Palasia,1 BHK,12400,885,1,Whole Property,1,Fully Furnished,Yes,Yes,No,No,1.2,9500,Synthetic starter data
368,Palasia,Shared Room,3500,149,0,Double,1,Fully Furnished,No,Yes,No,Yes,1.8,7500,Synthetic starter data
369,LIG Colony,Single Room,6700,330,0,Single,1,Fully Furnished,No,No,No,No,1.1,8500,Synthetic starter data
370,Vijay Nagar,PG,5100,166,0,Triple,1,Semi-Furnished,Yes,No,No,No,4.1,5500,Synthetic starter data
371,LIG Colony,Single Room,6000,280,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,4.1,7500,Synthetic starter data
372,Palasia,PG,7500,174,0,Single,1,Semi-Furnished,Yes,Yes,Yes,No,6.0,7000,Synthetic starter data
373,Bhawarkua,1 BHK,10900,835,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,0.8,20000,Synthetic starter data
374,Rau,Shared Room,2500,365,0,Double,1,Fully Furnished,No,No,No,Yes,4.5,2500,Synthetic starter data
375,Palasia,2 BHK,20000,1173,2,Whole Property,1,Fully Furnished,No,Yes,No,No,3.1,30000,Synthetic starter data
376,Bengali Square,Shared Room,3100,313,0,Triple,1,Fully Furnished,No,Yes,No,Yes,3.2,1500,Synthetic starter data
377,Vijay Nagar,Shared Room,4600,247,0,Double,1,Semi-Furnished,Yes,No,No,No,4.4,7000,Synthetic starter data
378,Geeta Bhawan,Shared Room,3500,242,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.8,2000,Synthetic starter data
379,Sukhliya,2 BHK,12700,1348,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,5.5,19000,Synthetic starter data
380,Sukhliya,1 BHK,7800,784,1,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,1.1,5500,Synthetic starter data
381,Scheme 54,2 BHK,16200,1040,2,Whole Property,2,Unfurnished,No,Yes,No,Yes,5.9,14000,Synthetic starter data
382,Vijay Nagar,PG,3200,143,0,Triple,1,Fully Furnished,Yes,No,No,Yes,4.9,4000,Synthetic starter data
383,Rau,Single Room,4900,256,0,Single,1,Unfurnished,No,Yes,No,Yes,4.5,7000,Synthetic starter data
384,Bhawarkua,1 BHK,8400,692,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,0.4,8500,Synthetic starter data
385,Palasia,Shared Room,3400,330,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,2.0,3000,Synthetic starter data
386,Scheme 54,2 BHK,18300,956,2,Whole Property,1,Semi-Furnished,No,No,No,Yes,3.1,25000,Synthetic starter data
387,Bhawarkua,Single Room,6700,269,0,Single,1,Fully Furnished,No,Yes,No,Yes,5.4,3500,Synthetic starter data
388,Rau,2 BHK,12000,1170,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,2.2,17000,Synthetic starter data
389,Palasia,1 BHK,14300,815,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,2.1,17500,Synthetic starter data
390,Palasia,PG,7100,124,0,Single,1,Fully Furnished,No,Yes,Yes,Yes,1.0,13500,Synthetic starter data
391,Palasia,Single Room,6400,146,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,2.7,10500,Synthetic starter data
392,Bhawarkua,PG,3900,139,0,Double,1,Fully Furnished,Yes,Yes,Yes,Yes,4.5,3500,Synthetic starter data
393,Vijay Nagar,Shared Room,4100,308,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,0.8,5500,Synthetic starter data
394,Rau,PG,5100,120,0,Single,1,Fully Furnished,Yes,No,No,Yes,5.0,3000,Synthetic starter data
395,Palasia,Shared Room,3700,137,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,5.9,3000,Synthetic starter data
396,Scheme 54,Single Room,6400,245,0,Single,1,Semi-Furnished,No,Yes,No,Yes,4.9,14500,Synthetic starter data
397,Vijay Nagar,2 BHK,18100,1154,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,0.4,12500,Synthetic starter data
398,Palasia,1 BHK,11100,635,1,Whole Property,1,Semi-Furnished,Yes,No,No,No,3.7,12000,Synthetic starter data
399,Scheme 54,Shared Room,3100,253,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,5.2,2500,Synthetic starter data
400,Palasia,PG,4000,131,0,Triple,1,Fully Furnished,No,Yes,Yes,Yes,0.4,3000,Synthetic starter data
401,Sukhliya,PG,4100,229,0,Double,1,Fully Furnished,Yes,Yes,Yes,No,1.1,4500,Synthetic starter data
402,LIG Colony,Shared Room,2900,134,0,Triple,1,Semi-Furnished,No,No,No,Yes,2.9,2500,Synthetic starter data
403,Geeta Bhawan,Single Room,6800,212,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,3.3,5500,Synthetic starter data
404,Vijay Nagar,Single Room,7300,177,0,Single,1,Fully Furnished,No,Yes,No,Yes,2.2,12000,Synthetic starter data
405,Palasia,Shared Room,3500,187,0,Double,1,Fully Furnished,Yes,No,No,Yes,4.5,4000,Synthetic starter data
406,Vijay Nagar,PG,5100,155,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,3.9,8000,Synthetic starter data
407,Scheme 54,Single Room,6700,125,0,Single,1,Unfurnished,No,Yes,No,Yes,2.6,12500,Synthetic starter data
408,Rau,1 BHK,7600,797,1,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,1.3,15500,Synthetic starter data
409,LIG Colony,Shared Room,3500,245,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.6,2000,Synthetic starter data
410,Palasia,Single Room,6800,257,0,Single,1,Unfurnished,Yes,Yes,No,Yes,1.4,7500,Synthetic starter data
411,Bhawarkua,PG,3100,224,0,Triple,1,Semi-Furnished,Yes,Yes,No,Yes,4.8,5000,Synthetic starter data
412,Vijay Nagar,PG,6700,234,0,Double,1,Fully Furnished,Yes,Yes,Yes,No,1.7,3500,Synthetic starter data
413,Rau,PG,4800,206,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,3.3,8500,Synthetic starter data
414,LIG Colony,Shared Room,2700,330,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,1.2,2000,Synthetic starter data
415,Scheme 54,Single Room,7100,188,0,Single,1,Semi-Furnished,No,Yes,No,Yes,0.8,4500,Synthetic starter data
416,Bhawarkua,Single Room,5800,343,0,Single,1,Fully Furnished,No,Yes,No,No,2.1,6500,Synthetic starter data
417,Bhawarkua,Single Room,6100,220,0,Single,1,Unfurnished,Yes,Yes,No,Yes,4.2,11000,Synthetic starter data
418,Vijay Nagar,PG,4000,206,0,Triple,1,Fully Furnished,No,Yes,Yes,Yes,2.3,8000,Synthetic starter data
419,Vijay Nagar,Shared Room,4500,179,0,Double,1,Fully Furnished,No,Yes,No,No,2.0,7000,Synthetic starter data
420,Bicholi Mardana,Single Room,6500,308,0,Single,1,Fully Furnished,No,Yes,No,Yes,4.4,6000,Synthetic starter data
421,Vijay Nagar,PG,5600,158,0,Double,1,Fully Furnished,Yes,Yes,Yes,No,5.5,5500,Synthetic starter data
422,Scheme 54,PG,4100,96,0,Triple,1,Fully Furnished,No,No,Yes,No,0.8,5500,Synthetic starter data
423,Palasia,Shared Room,3200,126,0,Triple,1,Semi-Furnished,No,Yes,No,Yes,5.7,5000,Synthetic starter data
424,Geeta Bhawan,Shared Room,2900,194,0,Double,1,Semi-Furnished,Yes,No,No,Yes,4.1,6000,Synthetic starter data
425,Scheme 54,2 BHK,16600,808,2,Whole Property,2,Unfurnished,No,Yes,No,Yes,3.9,22500,Synthetic starter data
426,Bicholi Mardana,PG,5100,176,0,Single,1,Fully Furnished,No,Yes,Yes,No,3.2,7500,Synthetic starter data
427,Palasia,1 BHK,11200,673,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,4.3,22000,Synthetic starter data
428,Vijay Nagar,Shared Room,3900,198,0,Double,1,Semi-Furnished,No,Yes,No,Yes,1.7,8000,Synthetic starter data
429,Rau,1 BHK,7000,801,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,0.6,7000,Synthetic starter data
430,Bhawarkua,Single Room,6800,346,0,Single,1,Semi-Furnished,Yes,Yes,No,No,1.7,4000,Synthetic starter data
431,Sukhliya,Shared Room,2800,204,0,Double,1,Fully Furnished,No,No,No,No,4.1,2000,Synthetic starter data
432,Sukhliya,Single Room,5900,316,0,Single,1,Fully Furnished,No,Yes,No,Yes,1.5,6500,Synthetic starter data
433,Bhawarkua,PG,2800,153,0,Triple,1,Fully Furnished,No,Yes,No,No,4.4,2500,Synthetic starter data
434,Bhawarkua,PG,4500,250,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,0.6,3000,Synthetic starter data
